borough,dbn,neighborhood,borough_code,district,school_name,year,total_enrollment,female_rate,male_rate,asian_rate,black_rate,hispanic_rate,other_rate,white_rate,disabilities_rate,ell_rate,poverty_rate,total_schooldays,presence_rate,absense_rate,release_rate,total_cohort,graduation_rate,dropout_rate,diversity_index
Queens,25Q281,Flushing,Q,25,East-West School of International Studies,2010,582,45.5,54.5,58.2,17.4,20.1,0.30000000000001137,4.0,8.4,14.8,68.9,174.0,89.16,8.43,2.24,153.0,83.66,0.0,58.89899999999999
Queens,25Q285,Auburndale,Q,25,World Journalism Preparatory: A College Board Scho,2010,568,56.7,43.3,19.2,8.3,21.5,0.5,50.5,20.6,0.7,44.3,180.0,88.04,8.04,3.75,168.0,85.71,1.19,65.4972
Queens,25Q425,Kew Gardens Hills,Q,25,John Bowne High School,2010,3471,50.0,50.0,33.1,20.4,40.9,0.3999999999999915,5.2,10.8,25.3,69.4,167.0,84.08,15.89,0.0,2890.0,62.87,21.8,67.8822
Queens,25Q460,Flushing,Q,25,Flushing High School,2010,3041,43.5,56.5,19.2,24.7,52.2,0.20000000000000284,3.7,12.0,21.5,75.7,168.0,83.52,16.48,0.0,2361.0,61.25,23.85,62.827
Queens,25Q525,Kew Gardens Hills,Q,25,Townsend Harris High School,2010,1098,68.8,31.2,53.5,5.6,12.7,2.0,26.2,0.3,,39.7,169.0,97.35,2.55,0.0,1078.0,100.0,0.0,62.5466
Queens,25Q670,Kew Gardens Hills,Q,25,Robert F. Kennedy Community High School,2010,739,46.5,53.5,28.1,11.4,33.8,0.20000000000000284,26.5,15.0,6.5,48.4,168.0,88.78,10.53,0.41,558.0,67.38,10.22,72.357
Queens,26Q415,Bayside-Oakland Gardens,Q,26,Benjamin N. Cardozo High School,2010,4063,52.2,47.8,45.8,18.5,18.1,0.3999999999999915,17.2,10.8,6.5,35.5,168.0,91.73,8.25,0.0,4083.0,83.86,6.78,69.36500000000001
Queens,26Q430,Auburndale,Q,26,Francis Lewis High School,2010,4211,51.1,48.9,51.6,8.3,24.1,0.20000000000000284,15.8,10.8,12.8,57.4,168.0,91.67,8.33,0.0,4633.0,82.6,6.78,64.3806
Queens,26Q435,Bellerose,Q,26,Martin Van Buren High School,2010,2542,46.0,54.0,22.7,59.2,14.9,0.7999999999999828,2.4,11.3,7.9,48.3,168.0,82.53,17.47,0.0,2987.0,71.51,10.88,57.51659999999998
Queens,26Q495,Bayside-Bayside Hills,Q,26,Bayside High School,2010,3628,52.0,48.0,48.1,12.7,20.3,0.20000000000000284,18.7,9.2,7.0,61.5,168.0,90.69,9.28,0.0,3857.0,84.86,6.9,67.6328
Queens,26Q566,Bellerose,Q,26,"Queens High School of Teaching, Liberal Arts and the Sciences",2010,1230,54.9,45.1,23.7,47.1,15.7,0.7000000000000028,12.8,14.8,2.3,50.9,168.0,91.36,8.64,0.0,1108.0,88.0,3.88,68.0908
Queens,27Q260,Far Rockaway-Bayswater,Q,27,Frederick Douglass Academy VI High School,2010,410,49.3,50.7,3.9,73.7,21.0,0.6999999999999886,0.7,9.5,3.4,81.3,168.0,83.5,16.5,0.0,354.0,76.84,8.19,41.111200000000004
Queens,27Q262,Breezy Point-Rockaway Park,Q,27,Channel View School for Research,2010,617,50.2,49.8,6.2,54.3,28.7,0.8999999999999915,9.9,10.7,1.3,78.6,181.0,88.13,7.48,4.23,285.0,94.39,2.81,60.90560000000001
Queens,27Q302,Far Rockaway-Bayswater,Q,27,"Queens High School for Information, Research, and",2010,242,41.3,58.7,4.1,61.6,25.6,4.199999999999989,4.5,12.0,11.6,84.5,168.0,81.38,18.62,0.0,4.0,0.0,0.0,54.95380000000001
Queens,27Q308,Ozone Park,Q,27,Robert H. Goddard High School of Communication Art,2010,436,52.5,47.5,25.2,6.9,43.6,1.0999999999999943,23.2,15.8,5.0,72.1,168.0,88.63,11.14,0.0,,,,68.7694
Queens,27Q309,Far Rockaway-Bayswater,Q,27,Academy of Medical Technology: A College Board School,2010,386,60.1,39.9,10.6,54.7,30.3,0.30000000000001137,4.1,14.2,8.5,77.9,181.0,86.91,8.9,3.93,,,,59.605599999999995
Queens,27Q323,Breezy Point-Rockaway Park,Q,27,Scholars' Academy,2010,970,56.5,43.5,20.0,20.0,13.3,1.3000000000000114,45.4,0.7,,45.6,181.0,93.18,4.03,2.69,,,,69.60260000000001
Queens,27Q324,Breezy Point-Rockaway Park,Q,27,Rockaway Park High School for Environmental Sustai,2010,87,34.5,65.5,2.3,41.4,34.5,2.300000000000012,19.5,8.0,10.3,60.0,169.0,85.87,13.04,0.0,,,,67.0496
Queens,27Q400,Springfield Gardens North,Q,27,August Martin High School,2010,1160,43.3,56.7,6.0,78.6,12.6,0.7000000000000172,2.1,16.9,4.2,78.6,168.0,79.44,20.56,0.0,1372.0,58.89,22.52,36.223800000000004
Queens,27Q475,Richmond Hill,Q,27,Richmond Hill High School,2010,2910,48.9,51.1,34.1,16.0,47.1,0.3999999999999915,2.4,13.1,17.0,65.2,168.0,80.06,19.91,0.0,3488.0,56.74,24.74,63.568599999999996
Queens,27Q480,South Ozone Park,Q,27,John Adams High School,2010,3296,45.5,54.5,28.2,29.3,36.6,1.5,4.4,12.3,15.0,82.6,168.0,79.22,20.68,0.06,3267.0,58.95,24.43,69.851
Queens,27Q650,Richmond Hill,Q,27,"High School for Construction Trades, Engineering and Architecture",2010,896,36.3,63.7,30.1,9.8,41.9,0.7999999999999828,17.4,4.2,0.2,75.7,168.0,92.74,7.15,0.0,354.0,89.83,1.13,69.3894
Queens,28Q167,Forest Hills,Q,28,Metropolitan Expeditionary Learning School,2010,226,45.6,54.4,20.8,18.1,31.4,0.09999999999999433,29.6,14.2,2.2,60.0,181.0,96.43,3.12,0.0,,,,73.7762
Queens,28Q284,South Jamaica,Q,28,York Early College Academy,2010,402,48.5,51.5,21.9,66.4,10.2,1.299999999999983,0.2,8.7,0.2,78.4,181.0,92.52,4.74,2.49,,,,50.056599999999996
Queens,28Q310,Briarwood-Jamaica Hills,Q,28,Queens Collegiate: A College Board School,2010,312,48.4,51.6,26.6,51.0,19.2,0.6000000000000085,2.6,15.1,6.4,79.5,181.0,86.21,8.15,5.33,,,,63.15679999999999
Queens,28Q325,Briarwood-Jamaica Hills,Q,28,Hillside Arts & Letters Academy,2010,93,51.6,48.4,28.0,48.4,16.1,3.200000000000003,4.3,11.8,11.8,60.0,172.0,90.62,9.38,0.0,,,,65.85499999999999
Queens,28Q328,Briarwood-Jamaica Hills,Q,28,High School for Community Leadership,2010,82,50.0,50.0,18.3,50.0,24.4,1.200000000000017,6.1,11.0,12.2,60.0,172.0,87.21,12.79,0.0,,,,65.311
Queens,28Q440,Forest Hills,Q,28,Forest Hills High School,2010,3897,50.7,49.3,26.2,8.9,29.2,1.0,34.7,10.6,8.6,50.7,168.0,89.17,10.78,0.0,3815.0,85.64,5.66,71.7662
Queens,28Q505,Briarwood-Jamaica Hills,Q,28,Hillcrest High School,2010,3289,55.9,44.1,34.1,40.1,22.3,0.9000000000000057,2.6,8.2,12.7,76.4,168.0,87.72,12.28,0.0,3184.0,68.81,17.34,67.24319999999999
Queens,28Q620,Briarwood-Jamaica Hills,Q,28,Thomas A. Edison Career and Technical Education Hi,2010,2352,33.8,66.2,48.7,24.7,22.4,0.6999999999999886,3.5,11.5,1.7,54.7,168.0,90.95,9.05,0.0,2751.0,86.95,6.25,65.0372
Queens,28Q680,Flushing Heights-Hillcrest,Q,28,Queens Gateway to Health Sciences Secondary School,2010,632,63.8,36.2,34.8,44.9,17.6,0.5000000000000142,2.2,0.0,0.0,68.8,181.0,91.9,2.7,5.24,435.0,95.17,1.61,64.581
Queens,28Q686,Forest Hills,Q,28,Queens Metropolitan High School,2010,411,51.3,48.7,17.5,6.8,33.6,0.0,42.1,14.6,1.9,35.0,172.0,93.12,6.88,0.0,,,,67.4614
Queens,28Q687,Jamaica,Q,28,Queens High School for the Sciences at York Colleg,2010,408,44.4,55.6,71.1,11.5,8.3,0.30000000000001137,8.8,0.5,,42.6,171.0,96.8,3.2,0.0,393.0,97.71,0.25,46.661199999999994
Queens,28Q690,Baisley Park,Q,28,High School for Law Enforcement and Public Safety,2010,529,49.5,50.5,6.8,78.3,14.2,0.2999999999999972,0.4,12.5,2.3,58.2,168.0,90.46,9.54,0.0,479.0,81.0,9.39,36.209800000000016
Queens,28Q896,Briarwood-Jamaica Hills,Q,28,"Young Women's Leadership School, Queens",2010,482,100.0,0.0,16.6,62.0,18.3,0.8000000000000114,2.3,8.1,2.3,76.9,181.0,89.87,6.54,3.38,,,,55.39619999999999
Queens,29Q248,Springfield Gardens North,Q,29,Queens Preparatory Academy,2010,392,42.9,57.1,3.8,87.2,7.1,1.4000000000000057,0.5,12.2,4.6,61.2,168.0,83.42,16.33,0.0,291.0,77.32,10.31,23.291000000000007
Queens,29Q259,Hollis,Q,29,Pathways College Preparatory School: A College Boa,2010,540,43.9,56.1,1.7,94.3,3.3,0.10000000000000853,0.6,16.7,1.3,58.6,181.0,88.97,7.48,3.36,187.0,81.28,9.09,10.933599999999998
Queens,29Q265,Springfield Gardens North,Q,29,Excelsior Preparatory High School,2010,461,44.0,56.0,2.8,87.9,8.5,0.5999999999999943,0.2,14.8,2.8,73.6,168.0,84.13,15.87,0.0,372.0,77.69,4.03,21.93099999999999
Queens,29Q272,Springfield Gardens North,Q,29,George Washington Carver High School for the Scien,2010,447,51.0,49.0,8.9,74.7,14.5,0.9999999999999858,0.9,11.6,2.0,61.3,169.0,89.91,10.09,0.0,354.0,80.23,6.5,41.286400000000015
Queens,29Q283,Springfield Gardens North,Q,29,Preparatory Academy for Writers: A College Board S,2010,411,57.4,42.6,3.6,83.0,11.7,0.5,1.2,17.0,2.2,66.6,181.0,85.89,10.46,3.41,76.0,75.0,13.16,29.594600000000003
Queens,29Q326,Jamaica,Q,29,Cambria Heights Academy,2010,78,44.9,55.1,2.6,79.5,12.8,3.8000000000000114,1.3,14.1,3.8,60.0,171.0,93.24,6.76,0.0,,,,34.9302
Queens,29Q327,St. Albans,Q,29,Eagle Academy for Young Men III,2010,86,0.0,100.0,2.3,95.3,2.3,0.10000000000000853,0.0,17.4,,60.0,181.0,95.4,4.6,0.0,,,,9.073200000000003
Queens,29Q492,Cambria Heights,Q,29,"Mathematics, Science Research and Technology Magnet High School",2010,431,41.3,58.7,6.7,81.0,11.1,0.5,0.7,10.4,3.7,56.8,168.0,90.17,9.59,0.0,435.0,73.79,13.56,32.701599999999985
Queens,29Q498,Cambria Heights,Q,29,Humanities & Arts Magnet High School,2010,483,58.8,41.2,2.3,90.7,6.0,0.4000000000000057,0.6,13.0,2.9,62.7,168.0,84.51,15.49,0.0,365.0,82.19,6.58,17.316999999999982
Queens,30Q286,Old Astoria,Q,30,"Young Women's Leadership School, Astoria",2010,426,100.0,0.0,30.8,4.7,43.7,-0.09999999999999433,20.9,5.6,6.8,73.7,181.0,93.85,3.31,2.6,,,,66.8276
Queens,30Q301,Hunters Point-Sunnyside,Q,30,Academy for Careers in Television and Film,2010,314,47.5,52.5,5.4,23.2,52.2,0.3999999999999915,18.8,13.7,3.5,72.1,168.0,92.99,6.69,0.0,,,,63.541599999999995
Queens,30Q445,Astoria,Q,30,William Cullen Bryant High School,2010,3010,47.7,52.3,27.1,8.0,49.4,1.0,14.5,11.8,19.0,30.1,168.0,89.14,10.86,0.0,3244.0,61.5,18.8,65.4998
Queens,30Q450,Astoria,Q,30,Long Island City High School,2010,3508,49.5,50.5,14.7,11.9,61.1,0.20000000000000284,12.1,12.3,13.8,72.1,168.0,80.7,19.27,0.0,3128.0,63.71,17.26,57.62640000000001
Queens,30Q501,Astoria,Q,30,Frank Sinatra School of the Arts High School,2010,736,69.2,30.8,10.6,19.2,27.3,1.1000000000000083,41.8,1.8,0.3,30.9,168.0,93.0,7.0,0.0,620.0,96.77,1.29,70.2526
Queens,30Q502,Hunters Point-Sunnyside,Q,30,Information Technology High School,2010,945,27.4,72.6,14.9,17.9,57.1,0.19999999999998866,9.9,17.1,9.8,82.6,168.0,90.18,9.71,0.0,1003.0,71.29,16.25,60.99119999999999
Queens,30Q555,Queensbridge-LIC,Q,30,Newcomers High School,2010,1044,45.9,54.1,44.7,5.5,45.2,0.19999999999998866,4.4,0.0,90.4,86.6,168.0,91.92,7.99,0.0,904.0,72.68,14.16,59.09219999999999
Queens,30Q575,Queensbridge-LIC,Q,30,Academy of American Studies,2010,684,54.4,45.6,30.7,8.2,32.2,0.0,28.9,8.5,6.0,68.9,167.0,92.75,7.25,0.0,564.0,87.59,3.01,71.1822
Queens,30Q580,Queensbridge-LIC,Q,30,Baccalaureate School for Global Education,2010,408,54.4,45.6,30.6,4.9,26.0,0.5,38.0,0.2,0.0,46.9,181.0,92.59,3.95,3.21,264.0,99.24,0.76,69.1938
Staten Island,31R047,Todt Hill-Heartland Village,R,31,CSI High School for International Studies,2010,526,58.0,42.0,12.4,12.0,18.4,0.7000000000000028,56.5,13.9,0.2,38.6,168.0,92.53,7.28,0.0,252.0,96.43,0.79,61.7094
Staten Island,31R064,Todt Hill-Heartland Village,R,31,Gaynor McCown Expeditionary Learning School,2010,302,45.4,54.6,6.3,14.6,19.2,0.30000000000001137,59.6,23.8,0.7,49.3,169.0,90.4,9.27,0.0,,,,58.262600000000006
Staten Island,31R080,Todt Hill-Heartland Village,R,31,The Michael J. Petrides School,2010,1315,50.8,49.2,8.2,18.0,15.9,1.4000000000000057,56.5,17.7,1.7,43.7,180.0,93.05,6.87,0.0,443.0,93.0,1.81,61.61740000000001
Staten Island,31R440,New Dorp,R,31,New Dorp High School,2010,2476,46.4,53.6,6.9,12.9,26.1,0.2999999999999972,53.8,16.4,5.7,50.9,168.0,88.47,10.99,0.5,2171.0,72.78,13.45,62.1024
Staten Island,31R445,Port Richmond,R,31,Port Richmond High School,2010,2272,47.1,52.9,6.8,31.1,35.7,0.7000000000000028,25.7,19.1,4.3,58.9,168.0,84.15,15.8,0.0,2223.0,65.05,14.17,70.51079999999999
Staten Island,31R450,New Brighton-St. George,R,31,Curtis High School,2010,2565,54.5,45.5,7.5,37.9,31.1,0.5999999999999943,22.9,14.6,6.0,59.5,168.0,85.55,14.41,0.0,2527.0,72.3,13.06,70.15360000000001
Staten Island,31R455,Annadale-Huguenot-Princes Bay,R,31,Tottenville High School,2010,3813,50.2,49.8,5.5,1.9,9.9,0.4000000000000057,82.3,13.2,1.7,18.5,168.0,89.34,10.63,0.0,4013.0,84.65,8.57,30.946800000000007
Staten Island,31R460,Todt Hill-Heartland Village,R,31,Susan E. Wagner High School,2010,3162,50.2,49.8,15.1,10.7,23.2,0.5999999999999943,50.4,17.4,3.4,48.4,168.0,88.94,11.03,0.0,3492.0,77.15,9.22,65.7874
Staten Island,31R600,New Brighton-St. George,R,31,Ralph R. McKee Career and Technical Education High,2010,741,29.8,70.2,4.9,40.4,32.8,0.0,21.9,26.2,4.3,63.2,168.0,84.17,15.14,0.56,701.0,61.2,12.41,67.88380000000001
Staten Island,31R605,New Dorp,R,31,Staten Island Technical High School,2010,1020,43.2,56.8,29.5,1.7,5.1,0.30000000000001137,63.4,1.1,,19.8,168.0,95.97,4.03,0.0,992.0,99.9,0.0,50.812000000000005
Brooklyn,32K403,Bushwick,K,32,Academy for Environmental Leadership,2010,354,51.4,48.6,0.6,22.3,75.1,1.2000000000000028,0.8,16.7,30.5,93.8,168.0,78.74,20.98,0.0,205.0,68.29,10.73,38.60260000000001
Brooklyn,32K545,Bushwick,K,32,EBC High School for Public Service - Bushwick,2010,675,47.4,52.6,1.5,9.3,87.6,0.7000000000000028,0.9,10.2,15.6,91.0,169.0,80.47,19.38,0.0,618.0,68.28,10.03,22.362000000000016
Brooklyn,32K549,Bushwick,K,32,Bushwick School for Social Justice,2010,420,51.4,48.6,0.5,29.0,68.6,0.9000000000000057,1.0,17.6,17.1,82.9,168.0,81.16,18.6,0.0,390.0,77.95,13.08,44.50980000000001
Brooklyn,32K552,Bushwick,K,32,Academy of Urban Planning,2010,471,47.3,52.7,1.3,31.0,65.8,0.20000000000000284,1.7,19.7,19.5,75.2,168.0,77.68,22.1,0.0,435.0,60.92,12.87,47.0474
Brooklyn,32K554,Bushwick,K,32,All City Leadership Secondary School,2010,238,46.2,53.8,2.1,17.6,79.4,0.4999999999999858,0.4,5.5,3.4,93.6,181.0,89.17,5.83,4.17,153.0,88.24,3.92,33.81059999999998
Brooklyn,32K556,Bushwick,K,32,Bushwick Leaders High School for Academic Excellence,2010,500,46.0,54.0,0.6,18.4,80.4,0.3999999999999915,0.2,17.6,20.2,96.7,168.0,79.39,20.61,0.0,420.0,65.24,18.1,31.967199999999984
Manhattan,01M292,Lower East Side,M,1,Henry Street School for International Studies,2011,422,38.6,61.4,14.0,29.1,53.8,1.4,1.7,25.1,22.5,80.1,173.0,83.82,13.77,2.17,361.0,61.22,16.34,60.57900000000001
Manhattan,01M448,Lower East Side,M,1,University Neighborhood High School,2011,394,42.6,57.4,29.2,22.6,45.9,0.0,2.3,21.8,21.1,87.1,168.0,83.9,16.1,0.0,644.0,67.86,16.61,65.245
Manhattan,01M450,East Village,M,1,East Side Community School,2011,598,45.3,54.7,9.7,23.9,55.4,0.7,10.4,28.3,5.2,79.1,182.0,89.91,7.69,2.22,446.0,75.11,10.09,61.56890000000001
Manhattan,01M509,Chinatown,M,1,Marta Valle High School,2011,367,53.7,46.3,9.3,31.6,56.9,0.5,1.6,24.8,11.4,88.0,168.0,80.91,18.8,0.0,452.0,62.39,16.81,56.7453
Manhattan,01M539,Lower East Side,M,1,"New Explorations into Science, Technology and Math",2011,1613,50.8,49.2,27.8,11.7,14.2,1.4,44.9,3.1,0.2,27.9,183.0,93.44,4.06,2.44,397.0,96.98,1.51,68.7066
Manhattan,01M696,Lower East Side,M,1,Bard High School Early College,2011,617,68.7,31.3,15.1,15.1,18.2,1.9,49.8,1.0,0.2,23.8,168.0,94.93,5.07,0.0,638.0,98.12,1.25,67.2909
Manhattan,02M047,Gramercy,M,2,47 The American Sign Language and English Secondar,2011,174,57.5,42.5,1.7,32.2,59.2,0.6,6.3,38.5,8.0,82.2,170.0,86.63,12.79,0.0,123.0,68.29,7.32,54.1558
Manhattan,02M260,Chelsea-Union Sq,M,2,M.S. 260 Clinton School Writers & Artists,2011,256,66.4,33.6,10.9,12.1,22.7,2.0,52.3,24.2,3.9,36.7,183.0,96.11,3.5,0.0,,,,64.802
Manhattan,02M288,Clinton,M,2,Food and Finance High School,2011,433,55.0,45.0,3.0,44.1,47.6,0.5,4.8,18.2,2.1,79.2,168.0,88.03,11.74,0.0,458.0,87.34,6.33,57.5714
Manhattan,02M294,Chinatown,M,2,Essex Street Academy,2011,343,46.6,53.4,4.1,27.7,60.6,0.0,7.6,21.3,3.8,71.1,172.0,85.33,14.37,0.0,403.0,73.45,14.64,54.8578
Manhattan,02M296,Clinton,M,2,High School of Hospitality Management,2011,419,67.8,32.2,5.3,26.5,66.1,0.0,2.1,18.9,10.7,87.8,167.0,81.95,17.79,0.0,399.0,83.71,7.02,48.960400000000014
Manhattan,02M298,Chinatown,M,2,Pace High School,2011,414,56.3,43.7,10.1,32.4,42.0,11.6,3.9,13.5,2.2,71.3,170.0,92.51,7.25,0.0,470.0,90.0,5.11,69.3446
Manhattan,02M300,Clinton,M,2,Urban Assembly School of Design and Construction,2011,431,25.1,74.9,6.0,29.2,59.2,0.7,4.9,20.0,11.6,81.2,168.0,85.71,14.29,0.0,409.0,73.11,9.54,55.82219999999999
Manhattan,02M303,Clinton,M,2,"Facing History School, The",2011,451,49.4,50.6,0.7,23.5,73.2,0.2,2.4,21.3,21.5,100.0,168.0,83.91,15.86,0.0,381.0,60.89,24.15,40.83220000000001
Manhattan,02M305,Chinatown,M,2,"Urban Assembly Academy of Government and Law, The",2011,312,56.1,43.9,3.8,41.7,50.6,0.3,3.5,18.3,6.1,84.0,168.0,87.17,12.5,0.0,314.0,71.66,19.75,56.73969999999999
Manhattan,02M308,Chinatown,M,2,Lower Manhattan Arts Academy,2011,336,60.1,39.9,9.5,30.7,55.7,0.6,3.6,28.6,4.8,100.0,169.0,86.32,13.07,0.3,317.0,78.23,11.04,58.514500000000005
Manhattan,02M316,Lower Manhattan,M,2,Urban Assembly School of Business for Young Women,2011,378,100.0,0.0,3.4,46.8,48.4,0.0,1.3,18.5,2.6,86.0,170.0,84.53,14.13,1.07,330.0,77.27,10.91,54.539500000000004
Manhattan,02M374,Gramercy,M,2,Gramercy Arts High School,2011,495,73.7,26.3,2.8,45.3,45.1,0.2,6.7,12.9,3.0,69.7,167.0,84.9,14.9,0.0,395.0,82.03,7.09,58.6113
Manhattan,02M376,SoHo-Tribeca,M,2,NYC iSchool,2011,433,51.3,48.7,11.5,20.6,43.0,0.9,24.0,11.1,0.5,42.0,169.0,91.88,7.66,0.46,1.0,0.0,0.0,70.1758
Manhattan,02M392,Chelsea-Union Sq,M,2,MANHATTAN BUSINESS ACADEMY,2011,332,41.0,59.0,6.6,29.5,58.7,0.3,4.8,14.5,10.2,76.5,171.0,83.13,15.34,1.53,,,,56.1737
Manhattan,02M393,Clinton,M,2,Business Of Sports School,2011,304,27.6,72.4,1.6,35.5,57.2,1.3,4.3,21.4,7.6,100.0,167.0,85.57,14.43,0.0,,,,54.45169999999999
Manhattan,02M399,Gramercy,M,2,The High School For Language And Diplomacy,2011,244,52.0,48.0,44.3,15.6,32.8,2.0,5.3,18.0,29.1,88.5,170.0,86.08,13.5,0.0,,,,66.8622
Manhattan,02M400,Clinton,M,2,High School for Environmental Studies,2011,1394,49.6,50.4,16.7,14.8,57.2,0.2,11.1,14.8,7.7,69.6,168.0,91.54,8.46,0.0,1716.0,84.32,6.93,61.069799999999994
Manhattan,02M407,Gramercy,M,2,Institute for Collaborative Education,2011,489,44.8,55.2,6.3,10.2,17.6,11.2,54.6,9.4,0.4,13.5,178.0,90.39,6.34,3.07,277.0,82.31,8.3,64.3991
Manhattan,02M408,Clinton,M,2,Professional Performing Arts High School,2011,502,74.7,25.3,7.0,19.1,23.7,8.4,41.8,4.6,2.0,28.7,180.0,87.93,5.84,6.04,457.0,96.28,1.09,72.06700000000001
Manhattan,02M411,Chelsea-Union Sq,M,2,Baruch College Campus High School,2011,432,56.0,44.0,60.6,5.8,14.6,0.2,18.8,2.1,1.6,67.1,167.0,97.44,2.33,0.0,518.0,99.03,0.39,57.27359999999999
Manhattan,02M412,Chelsea-Union Sq,M,2,N.Y.C. Lab School for Collaborative Studies,2011,579,53.0,47.0,29.4,8.5,14.0,2.2,45.9,16.2,1.6,34.7,168.0,95.15,4.68,0.0,649.0,96.15,1.39,67.5574
Manhattan,02M413,Gramercy,M,2,School of the Future High School,2011,673,49.2,50.8,16.0,12.3,26.0,7.6,38.0,15.3,2.1,31.4,181.0,95.04,4.66,0.3,439.0,86.33,3.19,74.1495
Manhattan,02M414,Chelsea-Union Sq,M,2,N.Y.C. Museum School,2011,436,57.6,42.4,33.0,11.7,39.9,0.0,15.4,9.4,0.5,66.5,169.0,94.02,5.29,0.46,503.0,97.42,0.8,69.4494
Manhattan,02M416,Lenox Hill,M,2,Eleanor Roosevelt High School,2011,507,67.5,32.5,17.2,5.5,11.6,2.0,63.7,1.4,0.2,25.6,168.0,96.62,3.38,0.0,599.0,99.83,0.0,54.776599999999995
Manhattan,02M418,Lower Manhattan,M,2,Millennium High School,2011,626,61.8,38.2,30.0,8.8,21.7,3.5,35.9,9.3,0.2,42.2,168.0,95.99,3.37,0.48,715.0,97.76,0.0,72.50609999999999
Manhattan,02M419,Chelsea-Union Sq,M,2,Landmark High School,2011,421,51.5,48.5,5.2,18.1,74.8,0.0,1.9,19.7,17.6,82.4,168.0,79.09,20.4,0.25,474.0,62.03,17.72,40.467
Manhattan,02M420,Gramercy,M,2,High School for Health Professions and Human Servi,2011,1768,70.6,29.4,20.5,24.4,49.7,0.2,5.3,10.7,4.3,100.0,168.0,90.94,9.06,0.0,1702.0,87.31,1.94,64.8617
Manhattan,02M422,Chelsea-Union Sq,M,2,Quest to Learn,2011,232,35.3,64.7,4.7,26.3,28.9,1.7,38.4,25.4,2.2,47.4,183.0,93.91,6.09,0.0,,,,69.7356
Manhattan,02M425,Lower Manhattan,M,2,Leadership and Public Service High School,2011,607,53.9,46.1,8.1,30.5,54.2,0.7,6.6,18.9,5.6,82.9,168.0,87.09,12.91,0.0,723.0,70.68,17.29,60.22449999999999
Manhattan,02M427,Murray Hill-Kips Bay,M,2,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,2011,175,45.1,54.9,6.3,8.0,84.6,0.0,1.1,7.4,88.0,89.7,170.0,88.65,10.81,0.0,,,,27.37940000000001
Manhattan,02M432,Murray Hill-Kips Bay,M,2,Murray Hill Academy,2011,214,46.3,53.7,7.9,41.1,45.3,1.4,4.2,26.6,7.5,84.1,172.0,80.48,18.57,0.95,,,,61.7669
Manhattan,02M437,Chelsea-Union Sq,M,2,Hudson High School of Learning Technologies,2011,226,39.4,60.6,5.8,23.5,62.4,1.8,6.6,17.7,8.8,73.5,150.0,88.94,11.06,0.0,,,,54.7355
Manhattan,02M438,Gramercy,M,2,International High School at Union Square,2011,176,38.6,61.4,40.3,12.5,43.2,0.6,3.4,0.6,96.6,86.9,168.0,90.86,9.14,0.0,,,,63.415
Manhattan,02M439,Chelsea-Union Sq,M,2,Manhattan Village Academy,2011,429,61.5,38.5,6.3,16.8,71.8,0.2,4.9,8.9,3.7,74.1,170.0,97.2,2.8,0.0,474.0,98.1,0.0,44.9878
Manhattan,02M449,Lenox Hill,M,2,Vanguard High School,2011,444,53.8,46.2,9.9,25.7,59.0,0.9,4.5,21.2,6.1,77.5,168.0,88.0,12.0,0.0,426.0,72.54,7.51,57.394400000000005
Manhattan,02M459,Lenox Hill,M,2,Manhattan International High School,2011,325,55.7,44.3,33.5,14.8,36.9,0.3,14.5,0.6,79.1,100.0,168.0,91.85,8.15,0.0,337.0,70.33,9.5,70.86760000000001
Manhattan,02M475,Lower Manhattan,M,2,Stuyvesant High School,2011,3297,40.7,59.3,72.1,1.2,2.4,0.6,23.7,0.6,0.0,45.8,169.0,97.08,2.89,0.0,3920.0,98.8,0.38,42.3234
Manhattan,02M489,Lower Manhattan,M,2,High School of Economics and Finance,2011,809,45.5,54.5,24.8,22.5,43.5,0.4,8.8,12.2,6.3,76.3,170.0,88.29,11.59,0.0,871.0,83.58,9.18,69.0886
Manhattan,02M500,Murray Hill-Kips Bay,M,2,Unity Center for Urban Technologies,2011,237,37.6,62.4,3.8,35.0,55.3,3.4,2.5,33.8,16.0,88.2,167.0,73.18,26.36,0.0,269.0,70.26,18.22,56.84660000000002
Manhattan,02M507,Clinton,M,2,Urban Assembly Gateway School for Technology,2011,126,26.2,73.8,7.1,40.5,46.8,0.8,4.8,20.6,8.7,100.0,169.0,92.74,6.45,0.0,,,,60.9542
Manhattan,02M519,Lenox Hill,M,2,Talent Unlimited High School,2011,491,78.6,21.4,4.5,36.0,39.3,0.4,19.8,3.9,0.2,60.5,170.0,91.75,8.04,0.0,528.0,96.21,2.27,67.4706
Manhattan,02M520,Chinatown,M,2,Murry Bergtraum High School for Business Careers,2011,2073,50.9,49.1,10.5,39.9,46.6,0.7,2.3,14.2,10.3,74.2,170.0,83.23,16.72,0.0,2899.0,64.64,19.45,61.20399999999999
Manhattan,02M529,Midtown,M,2,Jacqueline Kennedy Onassis High School,2011,724,59.4,40.6,5.1,22.7,69.9,0.6,1.8,16.0,9.9,81.1,170.0,83.47,16.39,0.0,828.0,68.6,14.25,45.69089999999999
Manhattan,02M531,Midtown,M,2,Repertory Company High School for Theatre Arts,2011,217,78.8,21.2,1.4,47.9,42.4,0.9,7.4,6.9,0.5,80.2,169.0,93.4,6.13,0.0,220.0,88.64,6.82,58.50300000000001
