borough,dbn,neighborhood,borough_code,district,school_name,year,total_enrollment,female_rate,male_rate,asian_rate,black_rate,hispanic_rate,other_rate,white_rate,disabilities_rate,ell_rate,poverty_rate,total_schooldays,presence_rate,absense_rate,release_rate,total_cohort,graduation_rate,dropout_rate,diversity_index
Bronx,10X351,Van Cortlandt Village,X,10,Bronx Collaborative High School,2017,553,48.8,51.2,2.0,29.8,62.2,2.0,4.0,21.7,19.3,84.8,165.0,76.34,23.48,0.0,223.0,34.98,12.56,52.191199999999995
Bronx,10X353,Van Cortlandt Village,X,10,World View High School,2017,495,51.9,48.1,0.8,22.0,74.3,2.0,0.8,18.8,29.9,82.4,162.0,88.25,11.55,0.0,142.0,84.51,7.04,39.902300000000004
Bronx,10X368,Spuyten Duyvil-Kingsbridge,X,10,In-Tech Academy (M.S. / High School 368),2017,1003,46.7,53.29999999999999,4.1,8.8,81.6,1.6,4.0,21.0,16.6,87.1,178.0,87.66,7.82,4.41,681.0,88.55,3.82,32.28630000000001
Bronx,10X374,Belmont,X,10,Knowledge and Power Preparatory Academy Internatio,2017,488,58.4,41.6,2.5,27.3,64.8,2.3,3.3000000000000003,24.2,14.3,92.4,164.0,84.71,14.46,0.62,562.0,89.68,7.65,50.3324
Bronx,10X433,Van Cortlandt Village,X,10,High School for Teaching and the Professions,2017,447,53.0,47.0,2.5,16.1,77.0,0.9000000000000001,3.6000000000000005,25.5,22.6,91.7,165.0,79.29,20.0,0.47,561.0,74.69,15.15,37.917699999999996
Bronx,10X434,Belmont,X,10,Belmont Preparatory High School,2017,402,53.5,46.5,2.7,22.1,72.6,1.2,1.2,22.4,12.2,88.1,165.0,86.58,13.42,0.0,458.0,89.3,5.68,42.306599999999996
Bronx,10X437,Belmont,X,10,Fordham High School for the Arts,2017,356,73.3,26.700000000000006,1.4,33.7,61.0,2.0,2.0,18.8,4.2,89.6,164.0,91.98,8.02,0.0,439.0,94.76,2.73,51.3335
Bronx,10X438,Belmont,X,10,Fordham Leadership Academy,2017,342,39.5,60.2,2.9,25.7,68.4,0.9000000000000001,2.0,24.3,21.6,86.3,164.0,92.99,7.01,0.0,463.0,68.25,20.3,46.4773
Bronx,10X439,Belmont,X,10,Bronx High School for Law and Community Service,2017,409,55.7,44.3,1.7000000000000002,27.1,67.0,1.5,2.7,23.7,13.4,91.7,163.0,81.68,17.57,0.5,481.0,81.08,10.19,47.64159999999998
Bronx,10X440,Van Cortlandt Village,X,10,DeWitt Clinton High School,2017,1203,44.2,55.8,10.6,32.8,50.8,2.0,3.8,15.5,19.7,89.6,164.0,83.8,15.94,0.09,2748.0,54.77,30.31,62.1272
Bronx,10X442,Van Cortlandt Village,X,10,"Celia Cruz Bronx High School of Music, The",2017,427,63.7,36.3,1.9,22.5,70.0,4.4,1.2,21.8,7.3,87.8,164.0,90.93,8.83,0.0,440.0,95.0,2.27,45.693400000000004
Bronx,10X445,Van Cortlandt Village,X,10,The Bronx High School of Science,2017,2995,41.0,59.0,65.6,2.5,6.2,2.3,23.3,1.3,0.0,46.0,164.0,96.76,3.21,0.0,3756.0,99.87,0.05,51.03770000000001
Bronx,10X477,Spuyten Duyvil-Kingsbridge,X,10,Marble Hill High School for International Studies,2017,437,51.7,48.3,12.8,18.1,64.3,1.1,3.7000000000000006,12.8,32.5,91.8,164.0,93.09,6.68,0.0,545.0,92.84,2.02,53.59160000000001
Bronx,10X524,Belmont,X,10,Crotona International High School,2017,335,51.3,48.7,2.7,8.1,85.1,0.9000000000000001,3.3000000000000003,4.2,91.9,86.9,164.0,84.74,14.95,0.0,468.0,54.06,30.98,26.7339
Bronx,10X546,Spuyten Duyvil-Kingsbridge,X,10,Bronx Theatre High School,2017,389,71.7,28.300000000000004,1.5,28.800000000000004,65.8,1.8000000000000005,2.1,24.4,8.0,87.1,170.0,74.39,21.53,4.09,430.0,70.0,16.98,48.310200000000016
Bronx,10X549,Van Cortlandt Village,X,10,Discovery High School,2017,456,45.8,54.2,3.5000000000000004,19.1,73.7,1.3,2.4,28.1,18.6,90.4,164.0,87.7,12.3,0.0,579.0,76.68,13.82,41.837999999999994
Bronx,10X565,Belmont,X,10,High School for Energy and Technology,2017,410,19.8,80.2,2.7,25.9,68.8,2.2,0.5,26.6,12.2,83.2,164.0,82.72,16.79,0.25,365.0,73.15,13.15,45.8337
Bronx,10X696,Van Cortlandt Village,X,10,High School of American Studies at Lehman College,2017,400,49.8,49.8,22.0,3.5000000000000004,11.5,4.5,58.5,2.0,0.0,21.5,164.0,96.5,3.25,0.0,438.0,99.54,0.0,59.290000000000006
Bronx,11X249,Co-op City,X,11,Bronx Health Sciences High School,2017,315,54.6,45.1,8.3,49.2,32.7,5.7,4.1,10.5,6.7,72.7,164.0,91.23,8.44,0.0,310.0,95.48,0.97,63.9188
Bronx,11X253,Williamsbridge-Olinville,X,11,Bronx High School for Writing and Communication Ar,2017,338,47.0,53.0,4.7,47.0,43.2,2.1,3.0,20.7,14.2,71.9,164.0,82.7,16.98,0.0,519.0,66.67,16.57,58.892599999999995
Bronx,11X265,Williamsbridge-Olinville,X,11,Bronx Lab School,2017,399,38.1,61.9,1.8000000000000005,33.6,59.1,2.5,3.0,26.8,14.800000000000002,85.0,164.0,78.04,21.96,0.0,514.0,71.01,14.4,53.59740000000001
Bronx,11X270,Williamsbridge-Olinville,X,11,Academy for Scholarship and Entrepreneurship: A Co,2017,377,52.5,47.5,2.7,62.3,31.3,1.9,1.9,24.7,7.400000000000001,80.9,164.0,81.45,18.55,0.0,465.0,69.68,14.62,51.2451
Bronx,11X275,Williamsbridge-Olinville,X,11,High School of Computers and Technology,2017,569,13.0,87.0,6.9,35.9,53.79999999999999,1.4,2.1,26.200000000000006,8.1,78.2,164.0,87.2,12.61,0.0,568.0,75.35,7.57,57.62770000000002
Bronx,11X288,Bronxdale,X,11,Collegiate Institute for Math and Science,2017,616,45.3,54.7,13.0,34.3,40.3,2.1,10.4,16.7,2.3,71.8,164.0,89.02,10.98,0.0,858.0,87.41,8.62,69.17850000000001
Bronx,11X290,Williamsbridge-Olinville,X,11,Bronx Academy of Health Careers,2017,395,67.1,32.9,4.3,37.5,53.90000000000001,1.8000000000000005,2.5,24.1,13.900000000000002,83.0,164.0,89.95,9.79,0.0,560.0,79.64,13.75,56.60559999999999
Bronx,11X299,Bronxdale,X,11,Astor Collegiate Academy,2017,476,44.1,55.89999999999999,7.1,29.8,50.2,2.7,10.1,24.4,6.3,75.4,164.0,83.4,16.38,0.0,572.0,78.85,8.74,64.3221
Bronx,11X418,Pelham Parkway,X,11,Bronx High School for the Visual Arts,2017,441,49.7,50.3,2.9,24.9,61.2,1.1,9.8,32.2,5.9,83.0,162.0,83.1,16.9,0.0,574.0,65.68,17.6,55.2889
Bronx,11X455,Co-op City,X,11,Harry S Truman High School,2017,2000,41.2,58.9,2.8,51.6,41.0,1.8000000000000005,2.9,28.2,7.3,74.2,164.0,90.23,9.72,0.0,2388.0,73.49,17.84,56.3695
Bronx,11X508,Bronxdale,X,11,Bronxdale High School,2017,453,45.9,54.1,5.1,28.5,57.8,1.1,7.5,24.3,8.4,87.0,165.0,85.62,13.01,1.14,503.0,81.51,9.94,57.63440000000001
Bronx,11X509,Bronxdale,X,11,High School of Language and Innovation,2017,363,44.1,55.89999999999999,16.0,6.9,57.3,1.9,17.9,3.6000000000000005,80.7,99.2,165.0,87.82,11.9,0.0,458.0,74.02,16.16,60.8908
Bronx,11X513,Williamsbridge-Olinville,X,11,New World High School,2017,403,50.6,49.4,9.9,12.2,65.5,2.5,9.9,4.7,66.3,97.0,164.0,91.41,8.33,0.0,393.0,88.55,5.6,53.58639999999999
Bronx,11X514,Williamsbridge-Olinville,X,11,The Bronxwood Preparatory Academy,2017,405,52.6,47.4,3.2,63.7,27.399999999999995,2.2,3.5000000000000004,22.0,10.4,72.1,164.0,90.38,9.37,0.0,518.0,69.5,16.8,51.6422
Bronx,11X542,Bronxdale,X,11,Pelham Preparatory Academy,2017,501,52.7,47.3,6.4,28.1,53.1,3.0,9.4,23.0,4.0,73.1,164.0,90.24,9.56,0.0,576.0,90.62,4.69,62.5246
Bronx,11X544,Williamsbridge-Olinville,X,11,High School for Contemporary Arts,2017,446,51.8,48.2,2.2,38.3,55.8,1.3,2.2,26.0,15.5,77.8,164.0,86.71,12.82,0.0,651.0,71.27,15.51,54.08100000000001
Bronx,11X545,Williamsbridge-Olinville,X,11,Bronx Aerospace High School,2017,346,24.6,75.4,6.4,40.5,48.0,2.3,2.9,27.7,14.499999999999998,77.5,164.0,80.8,19.2,0.0,457.0,71.55,17.51,60.0109
Bronx,12X242,West Farms-Bronx River,X,12,Mott Hall V,2017,682,49.1,50.9,2.8,16.6,77.6,1.9,1.2,27.6,12.6,87.0,179.0,84.44,10.07,5.33,436.0,89.45,4.36,36.89790000000003
Bronx,12X248,Longwood,X,12,"Metropolitan High School, The",2017,411,44.0,56.00000000000001,1.7000000000000002,25.3,71.3,0.7,1.0,29.2,24.8,96.1,164.0,76.26,23.48,0.0,432.0,57.87,17.59,42.71840000000001
Bronx,12X251,Crotona Park East,X,12,Explorations Academy H.S.,2017,351,41.0,59.0,1.7000000000000002,29.9,67.0,0.6,0.9000000000000001,25.4,20.8,94.0,166.0,82.88,16.82,0.0,421.0,67.7,19.0,46.129299999999986
Bronx,12X267,Longwood,X,12,Bronx Latin,2017,579,47.3,52.7,1.4,19.0,77.7,0.7,1.2,25.7,14.499999999999998,94.8,179.0,84.31,10.34,5.34,323.0,92.57,4.33,35.978199999999994
Bronx,12X271,Crotona Park East,X,12,East Bronx Academy for the Future,2017,671,51.4,48.6,1.8000000000000005,25.8,70.0,1.5,0.9000000000000001,29.4,15.1,92.7,179.0,79.2,14.86,5.65,490.0,79.39,11.02,44.28060000000001
Bronx,12X388,West Farms-Bronx River,X,12,Pan American International High School at Monroe,2017,478,49.2,50.8,0.0,0.2,99.6,0.2,0.0,2.7,90.4,99.8,163.0,84.22,13.22,2.35,364.0,82.14,10.44,0.7975999999999983
Bronx,12X478,West Farms-Bronx River,X,12,The Cinema School,2017,290,60.0,40.0,2.1,21.7,71.4,1.7000000000000002,3.1,19.7,6.2,86.6,164.0,88.24,11.42,0.0,382.0,93.98,1.57,44.142399999999995
Bronx,12X479,Longwood,X,12,Bronx Career and College Preparatory High School,2017,254,47.6,52.40000000000001,2.8,37.8,56.7,1.6,1.2,24.0,17.3,90.2,164.0,78.66,21.34,0.0,432.0,47.45,24.07,53.4443
Bronx,12X511,Crotona Park East,X,12,Bronx Envision Academy,2017,429,59.7,40.3,2.3,33.3,59.7,1.9,2.8,24.9,14.7,90.0,165.0,83.33,16.17,0.0,438.0,70.09,18.26,53.1028
Bronx,12X521,West Farms-Bronx River,X,12,The Metropolitan Soundview High School,2017,429,46.6,53.40000000000001,3.5000000000000004,22.4,71.1,1.2,1.9,24.5,13.3,96.7,164.0,80.0,19.76,0.0,571.0,71.98,14.89,44.2573
Bronx,12X550,West Farms-Bronx River,X,12,High School of World Cultures,2017,448,44.6,55.39999999999999,9.2,7.6,77.0,1.6,4.7,1.6,83.0,98.4,165.0,80.79,15.51,3.24,464.0,53.23,19.4,39.0395
Bronx,12X682,Crotona Park East,X,12,Fannie Lou Hamer Freedom High School,2017,473,43.3,56.7,0.6,29.0,68.7,1.1,0.6,29.8,12.5,84.8,164.0,78.77,21.01,0.0,575.0,71.83,18.09,44.37379999999999
Bronx,12X684,East Tremont,X,12,Wings Academy,2017,491,34.6,65.4,0.6,55.39999999999999,41.1,2.0,0.8,27.1,4.7,88.4,164.0,78.57,21.22,0.0,567.0,60.49,21.34,52.366299999999995
Brooklyn,13K265,Fort Greene,K,13,Dr. Susan S. McKinney Secondary School of the Arts,2017,370,58.6,41.4,2.2,69.2,25.7,1.9,1.1,25.1,4.6,92.2,179.0,77.03,17.09,5.88,383.0,77.55,3.66,45.4121
Brooklyn,13K350,DUMBO-Downtown Brooklyn,K,13,Urban Assembly School for Music and Art,2017,221,65.6,34.4,0.5,77.4,18.6,1.4,2.3,22.6,3.2,87.3,164.0,76.04,23.04,0.0,353.0,77.34,12.75,36.55779999999999
Brooklyn,13K412,Clinton Hill,K,13,Brooklyn Community Arts & Media High School (BCAM),2017,425,56.2,43.8,0.9000000000000001,72.2,24.7,1.6,0.5,24.9,3.3000000000000003,88.9,164.0,84.17,15.59,0.0,459.0,77.56,12.2,41.7345
Brooklyn,13K419,DUMBO-Downtown Brooklyn,K,13,"Science Skills Center High School for Science, Tec",2017,562,40.2,59.8,7.1,69.2,17.3,2.8,3.6000000000000005,14.400000000000002,3.4000000000000004,82.4,164.0,94.16,5.84,0.0,596.0,84.23,7.72,48.40859999999999
Brooklyn,13K430,Fort Greene,K,13,Brooklyn Technical High School,2017,5838,40.4,59.6,61.3,6.4,7.1,1.9,23.3,1.3,0.0,62.6,164.0,95.88,4.11,0.02,6696.0,97.91,0.73,56.044399999999996
Brooklyn,13K439,DUMBO-Downtown Brooklyn,K,13,Brooklyn International High School,2017,354,46.9,53.1,27.399999999999995,20.9,39.3,0.3,12.1,3.7000000000000006,77.1,81.6,164.0,89.91,9.8,0.0,442.0,83.48,7.24,71.21440000000001
Brooklyn,13K483,DUMBO-Downtown Brooklyn,K,13,The Urban Assembly School for Law and Justice,2017,449,53.0,47.0,2.4,67.3,24.7,4.0,1.6,16.7,1.3,78.4,164.0,89.71,10.29,0.0,534.0,93.26,2.81,48.363
Brooklyn,13K499,Crown Heights North,K,13,ACORN Community High School,2017,193,42.5,57.49999999999999,1.6,79.3,15.5,1.0,2.6,28.5,5.2,83.4,164.0,76.6,22.87,0.0,525.0,73.52,18.1,34.609400000000015
Brooklyn,13K527,DUMBO-Downtown Brooklyn,K,13,Urban Assembly Institute of Math and Science for Y,2017,480,100.0,0.0,9.0,64.2,14.000000000000002,1.5,11.5,16.9,8.1,85.8,179.0,83.68,10.46,5.65,333.0,84.08,6.01,54.6686
Brooklyn,13K595,Bedford-Stuyvesant,K,13,Bedford Academy High School,2017,364,53.0,46.4,3.3000000000000003,77.2,10.7,5.8,3.0,12.6,1.6,74.2,165.0,91.29,7.58,1.12,417.0,98.56,0.0,38.72139999999998
Brooklyn,13K605,DUMBO-Downtown Brooklyn,K,13,George Westinghouse Career and Technical Education,2017,756,25.4,74.6,4.5,70.6,20.4,2.4,2.1,19.6,2.5,80.8,164.0,88.27,11.73,0.0,632.0,80.7,9.65,45.6906
Brooklyn,13K670,Clinton Hill,K,13,Benjamin Banneker Academy,2017,844,53.90000000000001,46.1,4.3,81.3,11.0,2.1,1.3,14.800000000000002,0.9000000000000001,69.8,164.0,87.17,12.71,0.0,1145.0,93.89,1.92,32.44720000000001
Brooklyn,13K674,DUMBO-Downtown Brooklyn,K,13,"City Polytechnic High School of Engineering, Archi",2017,439,19.1,80.9,6.800000000000002,70.2,18.2,1.8000000000000005,3.0,19.4,1.1,77.9,164.0,87.3,12.47,0.0,540.0,88.15,2.78,46.82239999999999
Brooklyn,14K071,Williamsburg,K,14,Juan Morel Campos Secondary School,2017,534,46.6,53.40000000000001,0.7,17.8,75.7,0.6,5.2,33.3,27.200000000000006,88.2,179.0,84.04,10.77,5.19,498.0,60.44,18.88,39.24779999999999
Brooklyn,14K449,East Williamsburg,K,14,"Brooklyn Latin School, The",2017,678,45.1,54.89999999999999,51.5,12.8,11.1,10.8,13.900000000000002,2.8,0.0,63.3,164.0,91.84,8.01,0.0,727.0,99.04,0.28,67.5085
Brooklyn,14K454,East Williamsburg,K,14,The Williamsburg High School of Art and Technology,2017,269,46.5,53.5,2.2,27.1,66.2,1.5,3.0,21.2,29.7,80.3,164.0,83.27,16.34,0.0,316.0,68.67,21.84,48.6706
Brooklyn,14K474,Bushwick,K,14,PROGRESS High School for Professional Careers,2017,766,46.0,54.0,0.4,32.5,63.4,2.1,1.6,20.2,16.7,89.6,164.0,84.08,15.79,0.0,1253.0,75.34,14.37,49.170599999999986
Brooklyn,14K477,Bushwick,K,14,East Williamsburg Scholars Academy,2017,335,48.4,51.6,0.6,40.0,55.50000000000001,2.1,1.8000000000000005,20.3,33.4,94.3,163.0,73.62,26.38,0.0,746.0,63.0,19.97,53.11739999999999
Brooklyn,14K478,Bushwick,K,14,"The High School for Enterprise, Business and Techn",2017,872,33.9,66.1,4.5,31.8,60.0,1.9,1.8000000000000005,18.2,9.9,81.1,164.0,85.25,14.75,0.0,1175.0,80.26,8.68,53.61659999999999
Brooklyn,14K488,Williamsburg,K,14,Brooklyn Preparatory High School,2017,512,53.90000000000001,46.1,1.8000000000000005,44.5,49.6,2.0,2.1,17.8,2.7,87.5,164.0,84.21,15.59,0.0,587.0,90.29,4.6,55.4794
Brooklyn,14K558,Williamsburg,K,14,Williamsburg High School for Architecture and Desi,2017,566,22.4,77.4,3.0,28.4,61.0,1.4,6.2,24.2,3.5000000000000004,84.5,164.0,92.21,7.61,0.0,680.0,92.65,5.15,54.23040000000001
Brooklyn,14K561,Williamsburg,K,14,Williamsburg Preparatory School,2017,676,48.2,51.8,3.0,17.2,68.8,0.7,10.4,19.1,4.7,85.9,164.0,88.74,10.51,0.6,861.0,94.43,2.32,48.53070000000002
Brooklyn,14K586,East Williamsburg,K,14,Lyons Community School,2017,496,45.8,54.2,1.0,37.1,59.3,0.0,2.6,24.2,13.5,91.9,178.0,80.98,16.56,2.25,378.0,71.69,16.67,50.9934
Brooklyn,14K610,Williamsburg,K,14,Automotive High School,2017,399,9.8,90.2,3.0,53.1,38.6,2.5,2.8,32.8,9.8,81.2,163.0,81.87,17.88,0.0,365.0,67.67,21.64,56.673399999999994
Brooklyn,14K614,Bushwick,K,14,Young Women's Leadership School of Brooklyn,2017,406,100.0,0.0,3.4000000000000004,48.5,39.9,3.0,5.2,18.2,7.9,80.0,178.0,86.03,9.23,4.49,275.0,100.0,0.0,60.081399999999995
Brooklyn,14K685,Williamsburg,K,14,El Puente Academy for Peace and Justice,2017,236,52.5,47.5,0.4,7.200000000000001,89.0,2.5,0.8,23.7,19.1,88.1,168.0,83.19,16.37,0.0,300.0,70.0,10.33,20.201099999999993
Brooklyn,15K423,DUMBO-Downtown Brooklyn,K,15,Brooklyn Frontiers High School,2017,168,45.8,54.2,0.0,78.0,19.0,1.2,1.8000000000000005,50.6,6.0,92.3,165.0,73.75,25.62,0.0,257.0,36.96,43.19,35.50319999999999
Brooklyn,15K429,DUMBO-Downtown Brooklyn,K,15,Digital Arts and Cinema Technology High School,2017,206,43.2,56.8,3.9,57.8,32.0,1.9,4.4,22.8,1.9,81.1,163.0,89.76,9.76,0.0,184.0,77.17,17.39,55.969800000000006
Brooklyn,15K448,Carroll Gardens-Red Hook,K,15,Brooklyn Collaborative Studies,2017,681,48.8,51.0,2.8,37.4,45.5,2.3,11.9,32.6,6.6000000000000005,69.8,178.0,82.71,12.33,4.81,449.0,92.43,4.01,63.7625
Brooklyn,15K462,Park Slope-Gowanus,K,15,John Jay School for Law,2017,439,61.7,38.3,1.4,67.2,26.4,3.2,1.8000000000000005,15.7,3.6000000000000005,81.1,164.0,84.78,15.22,0.0,382.0,87.43,7.85,47.71759999999999
Brooklyn,15K463,Park Slope-Gowanus,K,15,Secondary School for Journalism,2017,215,60.5,39.5,3.7000000000000006,47.9,39.1,1.4,7.9,20.0,14.000000000000002,86.5,166.0,81.69,17.84,0.0,257.0,74.32,11.67,60.987199999999994
Brooklyn,15K464,Park Slope-Gowanus,K,15,Park Slope Collegiate,2017,654,43.3,56.7,4.4,35.0,39.4,3.1,18.0,22.6,6.7,67.3,179.0,84.26,10.03,5.56,342.0,75.15,9.36,68.6967
Brooklyn,15K497,DUMBO-Downtown Brooklyn,K,15,The Boerum Hill School for International Studies,2017,632,44.8,55.2,4.4,34.5,25.5,6.0,29.600000000000005,23.9,9.5,58.1,179.0,86.58,10.7,2.56,325.0,77.54,10.15,72.27980000000001
Brooklyn,15K519,DUMBO-Downtown Brooklyn,K,15,Cobble Hill School of American Studies,2017,584,52.6,47.4,3.6000000000000005,62.3,29.100000000000005,3.3000000000000003,1.7000000000000002,19.2,10.1,90.9,164.0,78.75,21.08,0.0,608.0,81.74,5.26,52.4516
Brooklyn,15K592,DUMBO-Downtown Brooklyn,K,15,Khalil Gibran International Academy,2017,270,47.8,52.2,17.8,38.9,7.8,4.8,30.7,18.1,35.9,89.3,165.0,84.85,15.15,0.0,209.0,67.94,16.27,71.4358
Brooklyn,15K656,DUMBO-Downtown Brooklyn,K,15,Brooklyn High School of the Arts,2017,867,75.0,25.0,3.0,68.1,21.6,4.3,3.1,16.0,0.9000000000000001,70.8,164.0,89.96,9.92,0.0,969.0,88.24,1.86,48.58730000000001
Brooklyn,15K667,Sunset Park West,K,15,Sunset Park High School,2017,1230,46.1,53.90000000000001,9.5,8.3,74.1,0.5,7.6,22.4,19.3,85.4,164.0,84.26,15.66,0.0,1460.0,76.37,12.47,42.920399999999994
Brooklyn,15K684,Park Slope-Gowanus,K,15,Millennium Brooklyn HS,2017,672,54.0,46.0,10.4,19.9,21.0,8.0,40.6,15.0,0.1,40.0,164.0,95.2,4.65,0.0,679.0,98.67,0.29,73.4247
Brooklyn,16K455,Bedford-Stuyvesant,K,16,Boys and Girls High School,2017,428,33.6,66.4,1.4,83.9,10.3,2.6,1.9,28.5,6.800000000000002,81.5,164.0,81.91,17.85,0.0,672.0,61.9,23.66,28.423699999999997
Brooklyn,16K498,Bedford-Stuyvesant,K,16,Brooklyn High School for Law and Technology,2017,594,39.6,60.4,3.5000000000000004,63.8,28.300000000000004,1.9,2.5,22.9,4.2,86.7,163.0,81.68,18.32,0.0,708.0,76.84,8.9,51.0656
Brooklyn,16K688,Bedford-Stuyvesant,K,16,The Brooklyn Academy of Global Finance,2017,135,40.7,59.3,5.9,70.4,18.5,1.5,3.7000000000000006,31.1,11.9,97.8,163.0,82.44,16.79,0.0,182.0,73.08,13.74,46.508399999999995
Brooklyn,16K765,Bedford-Stuyvesant,K,16,Nelson Mandela High School,2017,273,41.8,58.20000000000001,1.1,83.5,11.0,3.3000000000000003,1.1,25.6,1.1,79.5,165.0,72.01,27.24,0.37,4.0,0.0,0.0,28.934399999999993
Brooklyn,17K122,Crown Heights North,K,17,Pathways in Technology Early College High School (,2017,592,25.0,75.0,1.9,84.0,11.7,1.9,0.7,18.2,2.2,74.0,164.0,91.42,7.2,1.2,485.0,82.06,1.65,27.994000000000028
Brooklyn,17K382,Flatbush,K,17,Academy for College Preparation and Career Explora,2017,422,41.9,58.1,1.4,76.3,13.5,6.9,1.9,15.6,14.499999999999998,79.6,179.0,82.72,11.36,5.93,414.0,68.84,14.49,39.428799999999995
Brooklyn,17K408,Flatbush,K,17,Academy of Hospitality and Tourism,2017,208,48.1,51.9,1.4,78.4,13.5,1.0,5.8,24.0,22.1,88.0,164.0,82.0,17.5,0.0,294.0,63.61,22.45,36.345899999999986
Brooklyn,17K524,Crown Heights South,K,17,International High School at Prospect Heights,2017,417,41.0,59.0,17.3,23.3,47.0,1.7000000000000002,10.8,5.5,83.9,82.7,164.0,88.92,11.08,0.0,446.0,71.3,14.57,68.2929
Brooklyn,17K528,Crown Heights South,K,17,The High School for Global Citizenship,2017,197,40.1,59.9,4.6,74.1,17.3,1.5,2.5,18.8,13.699999999999998,93.9,164.0,86.6,13.4,0.0,288.0,63.89,18.4,41.80239999999999
Brooklyn,17K531,Prospect Lefferts Gardens,K,17,"School for Human Rights, The",2017,441,46.3,53.7,1.1,89.8,6.1,0.9000000000000001,2.0,21.5,5.4,85.7,179.0,82.27,10.4,7.33,345.0,80.87,8.41,18.927300000000002
Brooklyn,17K537,Flatbush,K,17,High School for Youth and Community Development at,2017,480,30.8,69.2,2.5,78.3,15.6,1.0,2.5,24.4,10.8,84.2,164.0,85.19,14.81,0.0,485.0,78.35,13.4,36.12250000000002
Brooklyn,17K539,Flatbush,K,17,High School for Service & Learning at Erasmus,2017,354,35.0,65.0,2.5,78.0,13.6,2.3,3.7000000000000006,20.9,15.8,84.5,164.0,84.57,15.14,0.0,487.0,79.67,16.02,37.0581
Brooklyn,17K543,Flatbush,K,17,"Science, Technology and Research Early College Hig",2017,541,48.6,51.2,4.4,80.0,11.8,2.4,1.3,13.900000000000002,0.9000000000000001,78.7,179.0,91.08,3.35,5.39,397.0,97.73,0.5,34.33949999999998
Brooklyn,17K546,Prospect Lefferts Gardens,K,17,High School for Public Service: Heroes of Tomorrow,2017,454,65.2,34.8,4.4,76.7,15.9,2.2,0.9000000000000001,14.099999999999998,1.8000000000000005,80.4,164.0,93.51,6.49,0.0,500.0,96.8,1.0,38.39289999999998
Brooklyn,17K547,Crown Heights South,K,17,Brooklyn Academy of Science and the Environment,2017,373,39.4,60.6,5.1,81.0,9.4,1.6,2.9,17.4,5.9,83.4,164.0,89.28,10.46,0.0,617.0,79.42,10.05,33.136599999999994
Brooklyn,17K548,Crown Heights South,K,17,Brooklyn School for Music & Theatre,2017,296,72.3,27.7,1.0,81.1,15.5,1.0,1.4,20.6,2.7,84.5,164.0,86.21,12.76,1.03,413.0,81.11,9.2,31.78580000000002
Brooklyn,17K590,Crown Heights South,K,17,Medgar Evers College Preparatory School,2017,1257,56.2,43.8,2.3,88.0,4.8,4.1,0.9000000000000001,6.7,0.2,71.3,178.0,87.85,6.68,5.31,1161.0,98.36,0.34,22.1005
Brooklyn,17K600,Crown Heights South,K,17,Clara Barton High School,2017,1221,72.7,27.3,1.3,87.1,7.000000000000001,3.5000000000000004,1.1,18.6,10.3,79.4,164.0,87.55,12.36,0.0,1538.0,77.44,6.76,23.49439999999999
Brooklyn,17K745,Prospect Lefferts Gardens,K,17,Brooklyn Institute for Liberal Arts,2017,381,50.9,49.1,1.3,87.7,8.7,2.1,0.3,16.8,4.2,90.6,164.0,90.93,8.55,0.0,361.0,95.29,1.11,22.268299999999996
Brooklyn,17K751,Crown Heights North,K,17,Academy for Health Careers,2017,359,67.7,32.3,3.1,78.3,14.499999999999998,3.1,1.1,15.6,4.5,84.4,164.0,84.15,15.27,0.0,378.0,82.01,10.32,36.38430000000001
Brooklyn,18K563,East Flatbush,K,18,It Takes a Village Academy,2017,730,42.7,57.3,2.2,87.3,7.000000000000001,2.2,1.4,14.7,17.8,74.4,164.0,91.14,8.86,0.0,696.0,90.23,2.3,23.180699999999998
Brooklyn,18K566,Canarsie,K,18,Brooklyn Generation School,2017,195,35.9,64.1,1.5,80.5,13.3,3.1,1.5,23.1,10.3,82.1,164.0,90.53,8.95,0.0,332.0,71.69,13.25,33.287499999999994
Brooklyn,18K567,Canarsie,K,18,Brooklyn Theatre Arts High School,2017,362,54.7,45.3,0.6,84.0,11.0,2.8,1.7000000000000002,16.0,2.8,82.3,163.0,80.56,19.15,0.0,416.0,78.37,10.82,28.119100000000007
Brooklyn,18K569,East Flatbush,K,18,Kurt Hahn Expeditionary Learning School,2017,353,36.3,63.7,0.6,90.4,6.800000000000002,1.4,0.8,25.8,5.4,83.6,163.0,86.86,12.86,0.0,360.0,82.22,9.17,17.7864
Brooklyn,18K576,Canarsie,K,18,Victory Collegiate High School,2017,401,45.9,54.1,0.7,84.3,8.5,2.7,3.7000000000000006,24.2,5.0,80.3,164.0,88.07,11.68,0.0,343.0,81.63,7.0,27.99790000000001
Brooklyn,18K617,Canarsie,K,18,High School for Innovation in Advertising and Medi,2017,255,30.6,69.4,0.4,83.1,13.699999999999998,1.2,1.6,19.2,8.2,72.5,164.0,83.66,15.95,0.0,340.0,75.0,12.06,29.02539999999999
Brooklyn,18K629,East Flatbush,K,18,Cultural Academy for the Arts and Sciences,2017,319,43.6,56.39999999999999,1.3,86.8,8.8,1.3,1.9,19.4,10.7,75.9,164.0,87.58,12.42,0.0,401.0,75.56,9.98,23.813300000000016
