BN,School_Year,Curr_1,Pedagogy_1,Assessment_1,PosLearningEnv_2,HighExpect_2,LeveragingResources_3,GoalsActionPlans_3,TeacSuppSupervision_3,TeachTeamsLeaderDevelop_3,MonitoringRevisingSystems_3,Ave_1_InstructionalCore,Ave_2_SchoolCulture,Ave_3_SysForImprovement
X140,2007,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.33,1.0,1.2
X153,2007,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,1.2
X690,2007,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.67,3.0,2.4
X691,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q022,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q024,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q080,2007,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0
X138,2007,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.5,1.8
X196,2007,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.67,1.5,1.6
Q120,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q272,2007,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,1.5,2.0
Q430,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q620,2007,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,1.5,2.0
X041,2007,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,2.5,2.2
X048,2007,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.4
X096,2007,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.33,1.5,2.2
X174,2007,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.6
X180,2007,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.33,1.5,1.8
X289,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.8
X290,2007,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.67,2.0,1.8
X312,2007,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,2.0,2.0
X550,2007,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.33,2.0,2.2
X275,2007,2.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.67,3.0,1.6
X513,2007,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.67,1.5,1.4
X684,2007,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.33,1.0,1.6
Q018,2007,2.0,4.0,2.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.67,2.5,2.2
Q130,2007,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.33,1.5,1.2
Q168,2007,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.8
Q242,2007,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,1.0,1.0
X272,2007,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
X287,2007,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.67,4.0,3.6
X514,2007,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,1.5,1.0
X542,2007,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,1.5,1.0
Q250,2007,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,3.0,2.0
X160,2007,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.67,2.0,1.4
K012,2007,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,3.33,3.0,2.8
Q021,2007,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.33,2.0,1.6
Q206,2007,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.67,1.0,1.2
X067,2007,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0
X131,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.6
X144,2007,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.33,2.0,1.6
X192,2007,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.6
X197,2007,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,1.2
X217,2007,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2
X219,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.4
X232,2007,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.67,1.5,1.8
X304,2007,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.33,1.5,1.2
X415,2007,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.33,2.0,1.4
X450,2007,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.33,4.0,4.0
X540,2007,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,2.8
X686,2007,2.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,2.8
Q670,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.2
X425,2007,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.5,1.4
Q067,2007,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.33,1.5,1.6
X036,2007,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.33,1.5,1.6
X113,2007,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.67,4.0,3.2
X135,2007,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.67,1.5,1.2
X181,2007,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5,1.8
X216,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.4
X302,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.4
Q209,2007,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.33,1.5,1.8
X288,2007,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.33,1.5,1.4
X295,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X299,2007,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.6
Q034,2007,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2
Q035,2007,2.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,2.5,2.8
Q094,2007,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.33,1.5,1.2
Q115,2007,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.33,1.0,1.4
Q129,2007,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.4
Q184,2007,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0
Q186,2007,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.5,1.6
Q201,2007,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.5,1.2
Q266,2007,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,1.0,1.0
X050,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.8
X134,2007,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.33,1.5,2.0
X212,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.4
Q032,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q079,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.2
Q098,2007,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.67,2.0,1.8
Q107,2007,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.33,1.0,1.4
Q165,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q214,2007,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.33,1.5,1.2
X098,2007,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.2
X101,2007,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.67,1.0,1.0
X102,2007,2.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.67,1.0,2.2
X119,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
X267,2007,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0
Q178,2007,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.67,2.5,1.4
Q182,2007,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.67,1.5,2.4
Q193,2007,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.67,2.0,1.8
X158,2007,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.67,3.0,2.4
X190,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X195,2007,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.67,2.0,1.6
Q020,2007,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.33,1.5,1.6
Q219,2007,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2
X544,2007,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.5,1.4
Q133,2007,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.33,1.5,1.4
Q139,2007,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.6
Q154,2007,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.33,1.0,1.2
Q169,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.8
Q205,2007,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.67,1.5,1.4
Q216,2007,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.33,1.5,1.8
Q221,2007,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.33,2.0,1.8
Q237,2007,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.67,1.5,1.8
X130,2007,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.67,1.5,1.0
Q191,2007,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.33,1.5,1.6
Q420,2007,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.6
Q030,2007,1.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,1.67,3.0,2.2
Q031,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.2
Q074,2007,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,1.0,1.0
Q101,2007,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.33,1.0,1.8
Q118,2007,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.6
Q158,2007,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.5,1.2
Q174,2007,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0
Q181,2007,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.4
Q213,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.2
Q415,2007,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.5,1.6
Q440,2007,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.33,2.0,2.8
Q498,2007,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.6
Q680,2007,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.67,2.0,2.2
Q025,2007,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2
Q041,2007,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.4
Q059,2007,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,3.2
Q116,2007,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.67,1.5,1.6
Q160,2007,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.5,2.0
Q172,2007,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.5,1.8
Q173,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q175,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q190,2007,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.67,2.0,2.8
Q203,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q208,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.2
Q470,2007,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
Q496,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.8
Q525,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.2
Q038,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0
Q050,2007,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,2.8
Q054,2007,2.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,3.33,3.0,2.8
Q095,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q134,2007,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.2
Q140,2007,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.5,1.4
Q185,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q194,2007,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.33,1.0,1.2
Q217,2007,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2
Q251,2007,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.33,4.0,4.0
Q494,2007,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.6
Q040,2007,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.67,3.0,4.0
Q046,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q086,2007,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
Q131,2007,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0
Q157,2007,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.33,1.0,1.4
Q176,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q195,2007,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.5,1.4
Q270,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q690,2007,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.2
Q048,2007,2.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.33,2.0,1.6
Q055,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q162,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q220,2007,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2
Q460,2007,1.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,2.33,1.5,2.0
K102,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
M052,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
M172,2007,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.67,2.0,3.2
M218,2007,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.67,3.0,2.4
M278,2007,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.5,1.8
M326,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
M328,2007,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.67,1.5,1.4
Q082,2007,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.33,1.0,1.2
Q117,2007,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.67,1.5,1.2
Q136,2007,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.33,4.0,4.0
Q138,2007,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.5,1.4
Q144,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q163,2007,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.33,2.0,1.8
Q164,2007,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.67,2.0,2.2
Q231,2007,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.4
Q268,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.8
Q425,2007,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,1.33,1.5,2.2
Q435,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q687,2007,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
M054,2007,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.33,2.0,2.4
M076,2007,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,2.67,2.0,3.2
M087,2007,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,2.8
M145,2007,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,2.8
M241,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.8
Q015,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q029,2007,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.67,2.0,1.8
Q036,2007,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,2.0,2.0
Q037,2007,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.33,2.0,1.4
Q132,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q156,2007,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.67,3.0,2.8
Q200,2007,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.67,2.0,2.8
R007,2007,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.67,1.5,1.6
K187,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
M008,2007,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.33,2.0,1.4
M044,2007,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.2
M084,2007,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.67,1.0,1.4
M115,2007,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.33,1.5,1.6
M197,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.2
M200,2007,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.5,1.6
M499,2007,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.33,1.0,1.2
M685,2007,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.5,1.2
Q033,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q099,2007,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2
Q121,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R029,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
M036,2007,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,2.5,2.2
M046,2007,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.67,1.5,1.0
M123,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.2
M185,2007,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.5,1.6
M191,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
M242,2007,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.4
M246,2007,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,3.2
M286,2007,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,3.33,3.0,3.2
M492,2007,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.33,1.5,1.4
X151,2007,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,2.0,2.0
M092,2007,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.5,1.8
M132,2007,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
M133,2007,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.4
M154,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
M860,2007,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.67,2.0,1.8
R044,2007,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
R075,2007,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.33,1.0,1.4
K069,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K097,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.2
K099,2007,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.67,1.5,1.4
K188,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.2
K212,2007,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,1.0,1.0
K238,2007,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.33,1.5,1.4
K253,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K490,2007,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0
M129,2007,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,3.0,2.0
M163,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
M173,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,3.2
M192,2007,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.33,2.0,1.4
M322,2007,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q147,2007,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
Q161,2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
